Building,floor,Number,type,Area,Net area,price
B2,18,3,1+1,88,65.5,930
B2,18,4,1+1,88,65.5,930
B2,18,5,1+1,88,65.5,930
B2,18,6,1+1,88,65.5,930
B2,18,7,1+1,88,65.5,930
B2,18,8,1+1,88,65.5,930
B2,18,9,1+1,93,69,930
B2,18,10,1+1,88,65.5,930
B2,19,1,1+1,93,69,930
B2,19,2,1+1,88,65.5,930
B2,19,3,1+1,88,65.5,930
B2,19,4,1+1,88,65.5,930
B2,19,5,1+1,88,65.5,930
B2,19,6,1+1,88,65.5,930
B2,19,7,1+1,88,65.5,930
B2,19,8,1+1,88,65.5,930
B2,19,9,1+1,93,69,930
B2,19,10,1+1,88,65.5,930
B2,20,1,1+1,93,69,930
B2,20,2,1+1,88,65.5,930
B2,20,3,1+1,88,65.5,930
B2,20,4,1+1,88,65.5,930
B2,20,5,1+1,88,65.5,930
B2,20,6,1+1,88,65.5,930
B2,20,7,1+1,88,65.5,930
B2,20,8,1+1,88,65.5,930
B2,20,9,1+1,93,69,930
B2,20,10,1+1,88,65.5,930
B2,21,1,1+1,93,69,930
B2,21,2,1+1,88,65.5,930
B2,21,3,1+1,88,65.5,930
B2,21,4,1+1,88,65.5,930
B2,21,5,1+1,88,65.5,930
B2,21,6,1+1,88,65.5,930
B2,21,7,1+1,88,65.5,930
B2,21,8,1+1,88,65.5,930
B2,21,9,1+1,93,69,930
B2,21,10,1+1,88,65.5,930
B2,22,1,1+1,93,69,930
B2,22,2,1+1,88,65.5,930
B2,22,3,1+1,88,65.5,930
B2,22,4,1+1,88,65.5,930
B2,22,5,1+1,88,65.5,930
B2,22,6,1+1,88,65.5,930
B2,22,7,1+1,88,65.5,930
B2,22,8,1+1,88,65.5,930
B2,22,9,1+1,93,69,930
B2,22,10,1+1,88,65.5,930
B2,23,1,1+1,93,69,930
B2,23,2,1+1,88,65.5,930
B2,23,3,1+1,88,65.5,930
B2,23,4,1+1,88,65.5,930
B2,23,5,1+1,88,65.5,930
B2,23,6,1+1,88,65.5,930
B2,23,7,1+1,88,65.5,930
B2,23,8,1+1,88,65.5,930
B2,23,9,1+1,93,69,930
B2,23,10,1+1,88,65.5,930
B2,24,1,1+1,93,69,930
B2,24,2,1+1,88,65.5,930
B2,24,3,1+1,88,65.5,930
B2,24,4,1+1,88,65.5,930
B2,24,5,1+1,88,65.5,930
B2,24,6,1+1,88,65.5,930
B2,24,7,1+1,88,65.5,930
B2,24,8,1+1,88,65.5,930
B2,24,9,1+1,93,69,930
B2,24,10,1+1,88,65.5,930
B2,25,1,1+1,93,69,930
B2,25,2,1+1,88,65.5,930
B2,25,3,1+1,88,65.5,930
B2,25,4,1+1,88,65.5,930
B2,25,5,1+1,88,65.5,930
B2,25,6,1+1,88,65.5,930
B2,25,7,1+1,88,65.5,930
B2,25,8,1+1,88,65.5,930
B2,25,9,1+1,93,69,930
B2,25,10,1+1,88,65.5,930
B2,26,1,1+1,93,69,930
B2,26,2,1+1,88,65.5,930
B2,26,3,1+1,88,65.5,930
B2,26,4,1+1,88,65.5,930
B2,26,5,1+1,88,65.5,930
B2,26,6,1+1,88,65.5,930
B2,26,7,1+1,88,65.5,930
B2,26,8,1+1,88,65.5,930
B2,26,9,1+1,93,69,930
B2,26,10,1+1,88,65.5,930
B2,27,1,1+1,93,69,930
B2,27,2,1+1,88,65.5,930
B2,27,3,1+1,88,65.5,930
B2,27,4,1+1,88,65.5,930
B2,27,5,1+1,88,65.5,930
B2,27,6,1+1,88,65.5,930
B2,27,7,1+1,88,65.5,930
B2,27,8,1+1,88,65.5,930
B2,27,9,1+1,93,69,930
B2,27,10,1+1,88,65.5,930
B2,28,1,1+1,93,69,930
B2,28,2,1+1,88,65.5,930
B2,28,3,1+1,88,65.5,930
B2,28,4,1+1,88,65.5,930
B2,28,5,1+1,88,65.5,930
B2,28,6,1+1,88,65.5,930
B2,28,7,1+1,88,65.5,930
B2,28,8,1+1,88,65.5,930
B2,28,9,1+1,93,69,930
B2,28,10,1+1,88,65.5,930
B2,29,1,1+1,93,69,930
B2,29,2,1+1,88,65.5,930
B2,29,3,1+1,88,65.5,930
B2,29,4,1+1,88,65.5,930
B2,29,5,1+1,88,65.5,930
B2,29,6,1+1,88,65.5,930
B2,29,7,1+1,88,65.5,930
B2,29,8,1+1,88,65.5,930
B2,29,9,1+1,93,69,930
B2,29,10,1+1,88,65.5,930
B2,30,1,1+1,93,69,930
B2,30,2,1+1,88,65.5,930
B2,30,3,1+1,88,65.5,930
B2,30,4,1+1,88,65.5,930
B2,30,5,1+1,88,65.5,930
B2,30,6,1+1,88,65.5,930
B2,30,7,1+1,88,65.5,930
B2,30,8,1+1,88,65.5,930
B2,30,9,1+1,93,69,930
B2,30,10,1+1,88,65.5,930
B3,1,1,3+1,210,152,930
B3,1,2,3+1,210,152,930
B3,1,3,2+1,127,94,930
B3,1,4,2+1,127,94,930
B3,1,5,2+1,127,94,930
B3,1,6,2+1,127,94,930
B3,1,7,1+1,88,65.5,930
B3,1,8,1+1,88,65.5,930
B3,2,1,3+1,210,152,930
B3,2,2,3+1,210,152,930
B3,2,3,2+1,127,94,930
B3,2,4,2+1,127,94,930
B3,2,5,2+1,127,94,930
B3,2,6,2+1,127,94,930
B3,2,7,1+1,88,65.5,930
B3,2,8,1+1,88,65.5,930
B3,3,1,3+1,210,152,930
B3,3,2,3+1,210,152,930
B3,3,3,2+1,127,94,930
B3,3,4,2+1,127,94,930
B3,3,5,2+1,127,94,930
B3,3,6,2+1,127,94,930
B3,3,7,1+1,88,65.5,930
B3,3,8,1+1,88,65.5,930
B3,4,1,3+1,210,152,930
B3,4,2,3+1,210,152,930
B3,4,3,2+1,127,94,930
B3,4,4,2+1,127,94,930
B3,4,5,2+1,127,94,930
B3,4,6,2+1,127,94,930
B3,4,7,1+1,88,65.5,930
B3,4,8,1+1,88,65.5,930
B3,5,1,3+1,210,152,930
B3,5,2,3+1,210,152,930
B3,5,3,2+1,127,94,930
B3,5,4,2+1,127,94,930
B3,5,5,2+1,127,94,930
B3,5,6,2+1,127,94,930
B3,5,7,1+1,88,65.5,930
B3,5,8,1+1,88,65.5,930
B3,6,1,3+1,210,152,930
B3,6,2,3+1,210,152,930
B3,6,3,2+1,127,94,930
B3,6,4,2+1,127,94,930
B3,6,5,2+1,127,94,930
B3,6,6,2+1,127,94,930
B3,6,7,1+1,88,65.5,930
B3,6,8,1+1,88,65.5,930
B3,7,1,3+1,210,152,930
B3,7,2,3+1,210,152,930
B3,7,3,2+1,127,94,930
B3,7,4,2+1,127,94,930
B3,7,5,2+1,127,94,930
B3,7,6,2+1,127,94,930
B3,7,7,1+1,88,65.5,930
B3,7,8,1+1,88,65.5,930
B3,8,1,3+1,210,152,930
B3,8,2,3+1,210,152,930
B3,8,3,2+1,127,94,930
B3,8,4,2+1,127,94,930
B3,8,5,2+1,127,94,930
B3,8,6,2+1,127,94,930
B3,8,7,1+1,88,65.5,930
B3,8,8,1+1,88,65.5,930
B3,9,1,3+1,210,152,930
B3,9,2,3+1,210,152,930
B3,9,3,2+1,127,94,930
B3,9,4,2+1,127,94,930
B3,9,5,2+1,127,94,930
B3,9,6,2+1,127,94,930
B3,9,7,1+1,88,65.5,930
B3,9,8,1+1,88,65.5,930
B3,10,1,3+1,210,152,930
B3,10,2,3+1,210,152,930
B3,10,3,2+1,127,94,930
B3,10,4,2+1,127,94,930
B3,10,5,2+1,127,94,930
B3,10,6,2+1,127,94,930
B3,10,7,1+1,88,65.5,930
B3,10,8,1+1,88,65.5,930
B3,11,1,3+1,210,152,930
B3,11,2,3+1,210,152,930
B3,11,3,2+1,127,94,930
B3,11,4,2+1,127,94,930
B3,11,5,2+1,127,94,930
B3,11,6,2+1,127,94,930
B3,11,7,1+1,88,65.5,930
B3,11,8,1+1,88,65.5,930
B3,12,1,3+1,210,152,930
B3,12,2,3+1,210,152,930
B3,12,3,2+1,127,94,930
B3,12,4,2+1,127,94,930
B3,12,5,2+1,127,94,930
B3,12,6,2+1,127,94,930
B3,12,7,1+1,88,65.5,930
B3,12,8,1+1,88,65.5,930
B3,13,1,3+1,210,152,930
B3,13,2,3+1,210,152,930
B3,13,3,2+1,127,94,930
B3,13,4,2+1,127,94,930
B3,13,5,2+1,127,94,930
B3,13,6,2+1,127,94,930
B3,13,7,1+1,88,65.5,930
B3,13,8,1+1,88,65.5,930
B3,14,1,3+1,210,152,930
B3,14,2,3+1,210,152,930
B3,14,3,2+1,127,94,930
B3,14,4,2+1,127,94,930
B3,14,5,2+1,127,94,930
B3,14,6,2+1,127,94,930
B3,14,7,1+1,88,65.5,930
B3,14,8,1+1,88,65.5,930
B3,15,1,3+1,210,152,930
B3,15,2,3+1,210,152,930
B3,15,3,2+1,127,94,930
B3,15,4,2+1,127,94,930
B3,15,5,2+1,127,94,930
B3,15,6,2+1,127,94,930
B3,15,7,1+1,88,65.5,930
B3,15,8,1+1,88,65.5,930
B3,16,1,3+1,210,152,930
B3,16,2,3+1,210,152,930
B3,16,3,2+1,127,94,930
B3,16,4,2+1,127,94,930
B3,16,5,2+1,127,94,930
B3,16,6,2+1,127,94,930
B3,16,7,1+1,88,65.5,930
B3,16,8,1+1,88,65.5,930
B3,17,1,3+1,210,152,930
B3,17,2,3+1,210,152,930
B3,17,3,2+1,127,94,930
B3,17,4,2+1,127,94,930
B3,17,5,2+1,127,94,930
B3,17,6,2+1,127,94,930
B3,17,7,1+1,88,65.5,930
B3,17,8,1+1,88,65.5,930
B3,18,1,3+1,210,152,930
B3,18,2,3+1,210,152,930
B3,18,3,2+1,127,94,930
B3,18,4,2+1,127,94,930
B3,18,5,2+1,127,94,930
B3,18,6,2+1,127,94,930
B3,18,7,1+1,88,65.5,930
B3,18,8,1+1,88,65.5,930
B3,19,1,3+1,210,152,930
B3,19,2,3+1,210,152,930
B3,19,3,2+1,127,94,930
B3,19,4,2+1,127,94,930
B3,19,5,2+1,127,94,930
B3,19,6,2+1,127,94,930
B3,19,7,1+1,88,65.5,930
B3,19,8,1+1,88,65.5,930
B3,20,1,3+1,210,152,930
B3,20,2,3+1,210,152,930
B3,20,3,2+1,127,94,930
B3,20,4,2+1,127,94,930
B3,20,5,2+1,127,94,930
B3,20,6,2+1,127,94,930
B3,20,7,1+1,88,65.5,930
B3,20,8,1+1,88,65.5,930
B3,21,1,3+1,210,152,930
B3,21,2,3+1,210,152,930
B3,21,3,2+1,127,94,930
B3,21,4,2+1,127,94,930
B3,21,5,2+1,127,94,930
B3,21,6,2+1,127,94,930
B3,21,7,1+1,88,65.5,930
B3,21,8,1+1,88,65.5,930
B3,22,1,3+1,210,152,930
B3,22,2,3+1,210,152,930
B3,22,3,2+1,127,94,930
B3,22,4,2+1,127,94,930
B3,22,5,2+1,127,94,930
B3,22,6,2+1,127,94,930
B3,22,7,1+1,88,65.5,930
B3,22,8,1+1,88,65.5,930
B3,23,1,3+1,210,152,930
B3,23,2,3+1,210,152,930
B3,23,3,2+1,127,94,930
B3,23,4,2+1,127,94,930
B3,23,5,2+1,127,94,930
B3,23,6,2+1,127,94,930
B3,23,7,1+1,88,65.5,930
B3,23,8,1+1,88,65.5,930
B3,24,1,3+1,210,152,930
B3,24,2,3+1,210,152,930
B3,24,3,2+1,127,94,930
B3,24,4,2+1,127,94,930
B3,24,5,2+1,127,94,930
B3,24,6,2+1,127,94,930
B3,24,7,1+1,88,65.5,930
B3,24,8,1+1,88,65.5,930
B3,25,1,3+1,210,152,930
B3,25,2,3+1,210,152,930
B3,25,3,2+1,127,94,930
B3,25,4,2+1,127,94,930
B3,25,5,2+1,127,94,930
B3,25,6,2+1,127,94,930
B3,25,7,1+1,88,65.5,930
B3,25,8,1+1,88,65.5,930
B3,26,1,3+1,210,152,930
B3,26,2,3+1,210,152,930
B3,26,3,2+1,127,94,930
B3,26,4,2+1,127,94,930
B3,26,5,2+1,127,94,930
B3,26,6,2+1,127,94,930
B3,26,7,1+1,88,65.5,930
B3,26,8,1+1,88,65.5,930
B3,27,1,3+1,210,152,930
B3,27,2,3+1,210,152,930
B3,27,3,2+1,127,94,930
B3,27,4,2+1,127,94,930
B3,27,5,2+1,127,94,930
B3,27,6,2+1,127,94,930
B3,27,7,1+1,88,65.5,930
B3,27,8,1+1,88,65.5,930
B3,28,1,3+1,210,152,930
B3,28,2,3+1,210,152,930
B3,28,3,2+1,127,94,930
B3,28,4,2+1,127,94,930
B3,28,5,2+1,127,94,930
B3,28,6,2+1,127,94,930
B3,28,7,1+1,88,65.5,930
B3,28,8,1+1,88,65.5,930
B3,29,1,3+1,210,152,930
B3,29,2,3+1,210,152,930
B3,29,3,2+1,127,94,930
B3,29,4,2+1,127,94,930
B3,29,5,2+1,127,94,930
B3,29,6,2+1,127,94,930
B3,29,7,1+1,88,65.5,930
B3,29,8,1+1,88,65.5,930
B3,30,1,3+1,210,152,930
B3,30,2,3+1,210,152,930
B3,30,3,2+1,127,94,930
B3,30,4,2+1,127,94,930
B3,30,5,2+1,127,94,930
B3,30,6,2+1,127,94,930
B3,30,7,1+1,88,65.5,930
B3,30,8,1+1,88,65.5,930
B3,31,1,3+1,210,152,930
B3,31,2,3+1,210,152,930
B3,31,3,2+1,127,94,930
B3,31,4,2+1,127,94,930
B3,31,5,2+1,127,94,930
B3,31,6,2+1,127,94,930
B3,31,7,1+1,88,65.5,930
B3,31,8,1+1,88,65.5,930
B3,32,1,3+1,210,152,930
B3,32,2,3+1,210,152,930
B3,32,3,2+1,127,94,930
B3,32,4,2+1,127,94,930
B3,32,5,2+1,127,94,930
B3,32,6,2+1,127,94,930
B3,32,7,1+1,88,65.5,930
B3,32,8,1+1,88,65.5,930
